name,Region,Country,Vintage,Producer,Wine Variety,Grape Variety,Price (£),Average Rating,ABV,Log Price,Age
Avignonesi Cantaloro Toscana Rosso 2016,Toscana,Italy,2016,Avignonesi,Red,Unknown,8.29,3.8,,2.115049969147204,8
Avignonesi Desiderio Merlot 2015,Cortona,Italy,2015,Avignonesi,Red,Merlot,37.67,4.1,,3.62886402170395,9
Avignonesi Grandi Annate Vino Nobile Di Montepulciano 2011,Vino Nobile Di Montepulciano,Italy,2011,Avignonesi,Red,Montepulciano,58.52,4.2,,4.069368576151923,13
Avignonesi Grandi Annate Vino Nobile Di Montepulciano 2012,Vino Nobile Di Montepulciano,Italy,2012,Avignonesi,Red,Montepulciano,57.05,4.2,,4.0439280763080845,12
Avignonesi Rosso Di Montepulciano 2014,Rosso Di Montepulciano,Italy,2014,Avignonesi,Red,Montepulciano,11.96,3.5,,2.481567748522486,10
Avignonesi Toscana Grifi 2015,Toscana,Italy,2015,Avignonesi,Red,Unknown,36.0,3.9,,3.58351893845611,9
Azabache Reserva Tempranillo Graciano 2017,Rioja,Spain,2017,Azabache,Red,Unknown,5.99,3.6,,1.790091412127358,7
Azabache Tunante De Azabache Tempranillo 2020,Rioja,Spain,2020,Azabache,Red,Unknown,3.7,3.6,,1.308332819650179,4
Azienda Agricola Accornero Bricco Battista 2015,Unknown,Italy,2015,Azienda Agricola Accornero,Red,Unknown,24.19,4.2,,3.185939324621936,9
Azienda Agricola Accornero Centenario 2011,Monferrato,Italy,2011,Azienda Agricola Accornero,Red,Unknown,20.85,4.1,,3.03735394824481,13
Azienda Agricola Accornero Giulin 2015,Unknown,Italy,2015,Azienda Agricola Accornero,Red,Unknown,10.55,3.9,,2.356125859922076,9
Azienda Agricola Accornero Giulin 2016,Unknown,Italy,2016,Azienda Agricola Accornero,Red,Unknown,10.8,4.0,,2.379546134130174,8
Azienda Agricola Lunelli Auritea Cabernet Franc 2015,Unknown,Italy,2015,Azienda Agricola Lunelli,Red,Cabernet Franc,55.25,4.5,,4.011868340397863,9
Azienda Agricola Pisoni Reboro 2012,Trentino,Italy,2012,Azienda Agricola Pisoni,Red,Unknown,40.69,4.3,,3.7059823620135983,12
Azienda Santa Barbara Stefano Antonucci Rosso Piceno 2018,Rosso Piceno,Italy,2018,Azienda Santa Barbara Stefano Antonucci,Red,Unknown,6.28,3.5,,1.8373699804801076,6
Babich Merlot Cabernet 2015,Hawkes Bay,New Zealand,2015,Babich,Red,Merlot,9.71,3.5,,2.273156282303234,9
Backsberg Cabernet Sauvignon 2017,Paarl,South Africa,2017,Backsberg,Red,Cabernet Sauvignon,8.58,3.8,,2.149433913499871,7
Backsberg Klein Babylons Toren Cabernet Sauvignon Merlot 2015,Paarl,South Africa,2015,Backsberg,Red,Cabernet Sauvignon,12.98,3.8,,2.563409711275944,9
Backsberg Pinotage 2018,Paarl,South Africa,2018,Backsberg,Red,Pinotage,8.16,3.8,,2.0992441689760155,6
Backsberg Pumphouse Shiraz 2017,Paarl,South Africa,2017,Backsberg,Red,Shiraz,12.47,3.8,,2.523325759691945,7
Baden Numen I 2017,Ribera Del Duero,Spain,2017,Baden Numen,Red,Unknown,14.28,4.1,,2.658859956911438,7
Badenhorst Red Blend 2015,Swartland,South Africa,2015,Badenhorst,Red,Red Blend,20.85,3.8,,3.03735394824481,9
Badenhorst Red Blend 2017,Swartland,South Africa,2017,Badenhorst,Red,Red Blend,20.5,3.9,,3.0204248861443626,7
Badenhorst Secateurs Red Blend 2015,Swartland,South Africa,2015,Badenhorst,Red,Red Blend,8.29,3.7,,2.115049969147204,9
Badenhorst Secateurs Red Blend 2018,Swartland,South Africa,2018,Badenhorst,Red,Red Blend,8.36,3.7,,2.12345842709661,6
Badet Clement Pontificis Red Blend 2018,Pays Doc,France,2018,Badet Clement,Red,Red Blend,5.88,3.7,,1.7715567619105357,6
Badia Di Morrona Caligiano 2018,Chianti,Italy,2018,Badia Di Morrona,Red,Unknown,5.43,3.6,,1.6919391339458438,6
Baglio Del Cristo Di Campobello Lu Patri Nero Davola 2016,Sicilia,Italy,2016,Baglio Del Cristo Di Campobello,Red,Unknown,18.11,4.1,,2.8964642718953217,8
Baglio Del Cristo Di Campobello Lusira Syrah 2015,Sicilia,Italy,2015,Baglio Del Cristo Di Campobello,Red,Syrah,18.11,4.1,,2.8964642718953217,9
Baglio Di Pianetto Agnus 2011,Terre Siciliane,Italy,2011,Baglio Di Pianetto,Red,Unknown,46.05,4.2,,3.829727762701316,13
Baglio Di Pianetto Frappato 2017,Terre Siciliane,Italy,2017,Baglio Di Pianetto,Red,Frappato,8.19,3.5,,2.102913897864978,7
Baglio Di Pianetto Nero Davola 2015,Terre Siciliane,Italy,2015,Baglio Di Pianetto,Red,Unknown,7.45,3.7,,2.008214032391468,9
Baglio Di Pianetto Ramione Merlot Nero Davola 2012,Terre Siciliane,Italy,2012,Baglio Di Pianetto,Red,Merlot,12.16,3.8,,2.4981518765380213,12
Baglio Di Pianetto Ramione Merlot Nero Davola 2013,Terre Siciliane,Italy,2013,Baglio Di Pianetto,Red,Merlot,13.31,3.8,,2.58851563240702,11
Baglio Di Pianetto Shymer Syrah Merlot 2014,Terre Siciliane,Italy,2014,Baglio Di Pianetto,Red,Merlot,9.13,3.8,,2.211565694606877,10
Baglio Di Pianetto Syrah 2017,Terre Siciliane,Italy,2017,Baglio Di Pianetto,Red,Syrah,7.03,3.7,,1.9501867058225733,7
Baigorri Crianza Tempranillo 2016,Rioja,Spain,2016,Baigorri,Red,Tempranillo,10.55,3.8,,2.356125859922076,8
Baigorri Crianza Tempranillo 2017,Rioja,Spain,2017,Baigorri,Red,Tempranillo,11.68,3.9,,2.457877977400081,7
Baigorri De Garage Rioja 2015,Rioja,Spain,2015,Baigorri,Red,Rioja,31.66,4.1,,3.455054054452866,9
Baigorri La Quintanilla 2012,Rioja,Spain,2012,Baigorri,Red,Unknown,29.38,3.8,,3.380314170745731,12
Baigorri Reserva Rioja Tempranillo 2009,Rioja,Spain,2009,Baigorri,Red,Tempranillo,47.33,4.0,,3.857144343918157,15
Baigorri Reserva Rioja Tempranillo 2012,Rioja,Spain,2012,Baigorri,Red,Tempranillo,17.05,3.8,,2.836150203729526,12
Balbas Barrica Ribera Del Duero 2016,Ribera Del Duero,Spain,2016,Balbas,Red,Unknown,9.04,3.6,,2.201659174404085,8
Band Of Vintners Napa Valley Cabernet Sauvignon 2018,Napa Valley,United States,2018,Band Of Vintners Valley,Red,Cabernet Sauvignon,30.39,4.1,14.5,3.414113606928702,6
Banfi Aska Bolgheri 2016,Bolgheri,Italy,2016,Banfi,Red,Unknown,13.31,4.0,,2.58851563240702,8
Banfi Chianti Classico 2017,Chianti Classico,Italy,2017,Banfi,Red,Chianti,9.96,3.7,,2.2985770715965077,7
Banfi Cum Laude 2015,Toscana,Italy,2015,Banfi,Red,Unknown,10.55,3.8,,2.356125859922076,9
Banfi Poggio Alle Mura Brunello Di Montalcino 2013,Brunello Di Montalcino,Italy,2013,Banfi,Red,Unknown,33.4,4.1,,3.5085558999826545,11
Banrock Station Shiraz 2018,South Eastern Australia,Australia,2018,Banrock Station,Red,Shiraz,6.02,3.9,,1.7950872593207297,6
Banrock Station Shiraz 2019,South Eastern Australia,Australia,2019,Banrock Station,Red,Shiraz,4.86,4.1,,1.5810384379124025,5
Banrock Station Shiraz Mataro 2018,South Eastern Australia,Australia,2018,Banrock Station,Red,Shiraz,4.85,3.5,,1.5789787049493915,6
Barahonda Barrica Tinto Monastrell Syrah 2017,Yecla,Spain,2017,Barahonda,Red,Monastrell,6.49,3.9,,1.8702625307159984,7
Barbarot Barbara Palacios 2015,Rioja,Spain,2015,Barbarot,Red,Unknown,15.42,3.8,,2.735665368135184,9
Barista Pinotage 2019,Western Cape,South Africa,2019,Barista,Red,Pinotage,8.33,4.3,,2.1198634561787517,5
Baron De Ley Rioja Castillo De Imas Reserva 2010,Rioja,Spain,2010,Baron De Ley,Red,Rioja,33.4,4.1,,3.5085558999826545,14
Baron De Ley Rioja Gran Reserva 2013,Rioja,Spain,2013,Baron De Ley,Red,Rioja,16.66,4.1,,2.8130106367386967,11
Baron De Ley Rioja Reserva 2015,Rioja,Spain,2015,Baron De Ley,Red,Rioja,8.66,3.8,,2.158714722574344,9
Baron De Ley Varietales Graciano Rioja 2016,Rioja,Spain,2016,Baron De Ley,Red,Rioja,13.39,3.7,,2.594508159703081,8
Baron De Ley Varietales Graciano Rioja 2017,Rioja,Spain,2017,Baron De Ley,Red,Unknown,8.82,3.9,,2.1770218700187,7
Baron De Ley Vina Imas Gold Edition Gran Reserva 2012,Rioja,Spain,2012,Baron De Ley,Red,Unknown,18.41,4.3,,2.9128939952449864,12
Baron Philippe De Rothschild Baron Nathaniel Pauillac 2016,Pauillac,France,2016,Baron Philippe De Rothschild,Red,Unknown,23.51,4.2,,3.157425862551978,8
Baron Philippe De Rothschild Bordeaux Rouge 2017,Bordeaux,France,2017,Baron Philippe De Rothschild,Red,Unknown,10.82,3.5,,2.381396273418335,7
Baron Philippe De Rothschild Les Cepages Pinot Noir 2018,Pays Doc,France,2018,Baron Philippe De Rothschild,Red,Pinot Noir,5.84,3.5,,1.7647307968401356,6
Baron Philippe De Rothschild Les Cepages Syrah 2017,Pays Doc,France,2017,Baron Philippe De Rothschild,Red,Syrah,7.28,3.4,,1.9851308622085944,7
Baron Philippe De Rothschild Les Cepages Syrah 2018,Pays Doc,France,2018,Baron Philippe De Rothschild,Red,Syrah,6.09,3.6,,1.8066480817218056,6
Barone Di Bernaj Nero Davola 2017,Terre Siciliane,Italy,2017,Barone Di Bernaj,Red,Unknown,4.98,3.2,,1.6054298910365616,7
Barone Montalto Ammasso Rosso Sicilia 2017,Sicilia,Italy,2017,Barone Montalto,Red,Unknown,12.42,3.9,,2.519308076505333,7
Barone Montalto Collezione Di Famiglia Syrah Terre Siciliane 2018,Terre Siciliane,Italy,2018,Barone Montalto,Red,Syrah,6.97,4.1,,1.9416152247724323,6
Barone Montalto Nero Davola 2017,Terre Siciliane,Italy,2017,Barone Montalto,Red,Unknown,4.45,3.6,,1.4929040961781488,7
Barone Montalto Nero Davola 2018,Terre Siciliane,Italy,2018,Barone Montalto,Red,Unknown,4.27,3.6,,1.451613827240533,6
Barone Montalto Passivento Rosso 2018,Terre Siciliane,Italy,2018,Barone Montalto,Red,Unknown,6.94,4.0,,1.937301774518713,6
Barone Ricasoli Casalferro 2015,Tuscany,Italy,2015,Ricasoli,Red,Merlot,59.14,4.6,14.5,4.079907514424331,9
Barons De Rothschild Lafite Legende R Bordeaux Rouge 2015,Bordeaux,France,2015,Barons De Rothschild Lafite,Red,Unknown,18.13,3.5,,2.8975680247667595,9
Barons De Rothschild Lafite Legende R Bordeaux Rouge 2016,Bordeaux,France,2016,Barons De Rothschild Lafite,Red,Unknown,10.16,3.5,,2.318458442150336,8
Barons De Rothschild Lafite Legende R Bordeaux Rouge 2017,Bordeaux,France,2017,Barons De Rothschild Lafite,Red,Unknown,8.29,3.8,,2.115049969147204,7
Barons De Rothschild Lafite Legende R Pauillac 2015,Pauillac,France,2015,Barons De Rothschild Lafite,Red,Unknown,29.0,4.0,,3.367295829986474,9
Barons De Rothschild Lafite Saga Medoc 2015,Medoc,France,2015,Barons De Rothschild Lafite,Red,Unknown,8.58,3.9,,2.149433913499871,9
Barramundi Shiraz 2018,South Eastern Australia,Australia,2018,Barramundi,Red,Shiraz,5.44,3.2,,1.6937790608678511,6
Bassac Le Manpot Rouge 2017,Unknown,France,2017,Bassac,Red,Unknown,8.0,3.9,,2.079441541679836,7
Batan De Salas De Beroz Merlot 2015,Somontano,Spain,2015,Batan De Salas De Beroz,Red,Merlot,6.62,3.7,,1.890095369948917,9
Batasiolo Barbera Dalba Sovrana 2017,Barbera Dalba,Italy,2017,Batasiolo,Red,Barbera,7.44,4.0,,2.006870848845,7
Batasiolo Barolo 2015,Barolo,Italy,2015,Batasiolo,Red,Barolo,17.16,4.0,,2.8425810940598164,9
Batlliu De Sort Salvavides Conca De Tremp 2019,Costers Del Segre,Spain,2019,Batlliu De Sort,Red,Unknown,7.99,3.7,,2.0781907597781832,5
Belasco De Baquedano Swinto Old Vine Malbec 2013,Lujan De Cuyo,Argentina,2013,Belasco De Baquedano,Red,Malbec,26.43,4.2,,3.2744997286161976,11
Belcolle Ape Reale Barbera Dalba 2017,Barbera Dalba,Italy,2017,Belcolle,Red,Barbera,7.33,3.5,,1.99197551589856,7
Benmarco Malbec 2016,Lujan De Cuyo,Argentina,2016,Benmarco,Red,Malbec,15.9,3.9,,2.766319109226186,8
Berceo Crianza 2016,Rioja,Spain,2016,Berceo,Red,Unknown,8.29,3.6,,2.115049969147204,8
Bergsig Estate Cabernet Sauvignon 2014,Unknown,South Africa,2014,Bergsig Estate,Red,Cabernet Sauvignon,8.25,3.6,,2.110213200346589,10
Bergsig Estate Cabernet Sauvignon 2015,Unknown,South Africa,2015,Bergsig Estate,Red,Cabernet Sauvignon,10.4,4.1,,2.341805806147327,9
Beringer Founders Estate Cabernet Sauvignon 2017,California,United States,2017,Beringer,Red,Cabernet Sauvignon,9.92,3.7,,2.294552921296781,7
Beringer Founders Estate Zinfandel 2018,California,United States,2018,Beringer,Red,Zinfandel,10.8,3.7,,2.379546134130174,6
Beringer Knights Valley Cabernet Sauvignon 2014,Unknown,United States,2014,Beringer,Red,Cabernet Sauvignon,32.56,4.1,,3.48308454113434,10
Beringer Zinfandel 2017,California,United States,2017,Beringer,Red,Zinfandel,6.24,3.7,,1.8309801823813363,7
Bernard Baudry Chinon Rouge 2017,Chinon,France,2017,Bernard Baudry,Red,Unknown,11.84,3.7,,2.4714836294558595,7
Bernard Baudry Le Clos Guillot Chinon 2017,Chinon,France,2017,Bernard Baudry,Red,Unknown,18.2,3.9,,2.901421594082749,7
Bernard Baudry Les Grezeaux Chinon 2017,Chinon,France,2017,Bernard Baudry,Red,Unknown,14.28,3.8,,2.658859956911438,7
Bernard Baudry Les Grezeaux Chinon 2018,Chinon,France,2018,Bernard Baudry,Red,Unknown,14.28,3.7,,2.658859956911438,6
Bernhard Huber Malterdinger Spatburgunder 2017,Baden,Germany,2017,Bernhard Huber,Red,Unknown,15.07,4.1,,2.712706012638404,7
Beronia Rioja Crianza 2017,Rioja,Spain,2017,Beronia,Red,Rioja,6.69,3.9,,1.900613874140137,7
Beronia Rioja Reserva 2016,Rioja,Spain,2016,Beronia,Red,Rioja Reserva,10.4,4.0,,2.341805806147327,8
Beronia Rioja Tempranillo 2018,Rioja,Spain,2018,Beronia,Red,Tempranillo,5.69,3.7,,1.7387102481382395,6
Beronia Rioja Vinas Viejas 2016,Rioja,Spain,2016,Beronia,Red,Rioja,11.71,3.6,,2.4604431776096263,8
Bersano Costalunga Barbera Dasti 2017,Barbera Dasti,Italy,2017,Bersano,Red,Barbera,6.19,3.5,,1.8229350866965048,7
Bersano Cremosina Barbera Dasti Superiore 2016,Barbera Dasti,Italy,2016,Bersano,Red,Barbera,16.3,3.8,,2.7911651078127164,8
Bersano Nirvasco Barolo 2015,Barolo,Italy,2015,Bersano,Red,Barolo,29.29,3.8,,3.377246160839642,9
Bertani Amarone Della Valpolicella Classico 2011,Amarone Della Valpolicella Classico,Italy,2011,Bertani,Red,Unknown,77.15,4.0,,4.34575157880917,13
Bertani Valpolicella Ripasso 2016,Valpolicella Ripasso,Italy,2016,Bertani,Red,Unknown,10.51,3.8,,2.35232718488886,8
Bertani Valpolicella Ripasso 2018,Valpolicella Ripasso,Italy,2018,Bertani,Red,Unknown,10.84,3.8,,2.3832429960115,6
Bertin Fils Clos Lhermitage Lalande De Pomerol 2014,Lalandedepomerol,France,2014,Bertin Fils,Red,Pomerol,16.15,3.9,,2.7819200496686656,10
Betz Family Winery Clos De Betz Red 2015,Columbia Valley,United States,2015,Betz Family Winery,Red,Unknown,55.51,4.1,,4.016563184702069,9
Betz Family Winery Cuvee Frangin Red 2014,Columbia Valley,United States,2014,Betz Family Winery,Red,Unknown,35.24,4.1,,3.5621818010679784,10
Beyerskloof Diesel Pinotage 2017,Stellenbosch,South Africa,2017,Beyerskloof,Red,Pinotage,52.74,4.7,,3.965374180925141,7
Beyerskloof Synergy Cape Blend 2017,Stellenbosch,South Africa,2017,Beyerskloof,Red,Blend,9.96,3.8,,2.2985770715965077,7
Bianka And Daniel Schmitt Spatburgunder 2018,Rheinhessen,Germany,2018,Bianka And Daniel Schmitt,Red,Unknown,11.64,3.9,,2.454447442303292,6
Bibbiano Chianti Classico 2017,Chianti Classico,Italy,2017,Bibbiano,Red,Chianti,11.57,3.6,,2.448415541205585,7
Bibbiano Montornello Chianti Classico Riserva 2014,Chianti Classico,Italy,2014,Bibbiano,Red,Chianti,15.88,3.8,,2.7650604558189897,10
Bibi Graetz Casamatta Toscana Rosso 2016,Toscana,Italy,2016,Bibi Graetz,Red,Unknown,6.81,3.5,,1.918392120161421,8
Bibi Graetz Le Cicale Di Vincigliata Chianti 2016,Chianti,Italy,2016,Bibi Graetz,Red,Chianti,10.28,3.6,,2.330200260027019,8
Bibi Graetz Soffocone Di Vincigliata Toscana 2015,Toscana,Italy,2015,Bibi Graetz,Red,Unknown,26.77,4.0,,3.287281857532261,9
Bibi Graetz Testamatta Toscana 2015,Toscana,Italy,2015,Bibi Graetz,Red,Unknown,102.82,4.3,,4.632979886627358,9
Bibi Graetz Testamatta Toscana 2016,Toscana,Italy,2016,Bibi Graetz,Red,Unknown,87.91,4.2,,4.476313563863087,8
Bienbebido Come Jamon Y Bebe Vino 2012,Rioja,Spain,2012,Bienbebido,Red,Unknown,4.08,2.8,,1.4060969884160703,12
Biniagual Finca Biniagual Gran Veran 2015,Binissalemmallorca,Spain,2015,Biniagual,Red,Unknown,39.17,4.0,,3.66791114767774,9
Biondisanti Brunello Di Montalcino 2012,Brunello Di Montalcino,Italy,2012,Biondisanti,Red,Unknown,116.7,4.5,,4.75960653929251,12
Biondisanti Brunello Di Montalcino 2013,Brunello Di Montalcino,Italy,2013,Biondisanti,Red,Unknown,116.7,4.4,,4.75960653929251,11
Biondisanti Brunello Di Montalcino Riserva 2006,Brunello Di Montalcino,Italy,2006,Biondisanti,Red,Unknown,399.06,4.4,,5.989111781524385,18
Biondisanti Brunello Di Montalcino Riserva 2011,Brunello Di Montalcino,Italy,2011,Biondisanti,Red,Unknown,374.58,4.5,,5.925805398301708,13
Biscardo Amarone Della Valpolicella Classico 2015,Amarone Della Valpolicella Classico,Italy,2015,Biscardo,Red,Unknown,21.82,4.3,,3.0828269804049246,9
Biscardo Neropasso Originale Veneto Rosso 2017,Veneto,Italy,2017,Biscardo,Red,Unknown,7.13,4.0,,1.9643112344262048,7
Biscardo Ripasso Valpolicella Classico Superiore 2016,Valpolicella Ripasso Classico,Italy,2016,Biscardo,Red,Unknown,9.96,3.9,,2.2985770715965077,8
Biserno Il Pino Di Biserno 2017,Toscana,Italy,2017,Biserno,Red,Unknown,40.18,4.4,,3.693369359386789,7
Black Stallion Bucephalus Red Blend 2015,Napa Valley,United States,2015,Black Stallion,Red,Red Blend,239.56,4.7,,5.478803907396262,9
Black Stallion Cabernet Sauvignon 2016,Napa Valley,United States,2016,Black Stallion,Red,Cabernet Sauvignon,26.43,4.2,,3.2744997286161976,8
Black Stallion Pinot Noir 2018,Unknown,United States,2018,Black Stallion,Red,Pinot Noir,26.43,3.9,,3.2744997286161976,6
Black Stallion Transcendent Cabernet Sauvignon 2013,Napa Valley,United States,2013,Black Stallion,Red,Cabernet Sauvignon,209.26,4.5,,5.343577497952901,11
Bleda Castillo De Jumilla Monastrell Tempranillo 2018,Jumilla,Spain,2018,Bleda,Red,Tempranillo,4.46,3.5,,1.4951487660319729,6
Bleda Jumilla Pinodoncel Black 2018,Jumilla,Spain,2018,Bleda,Red,Unknown,6.49,3.9,,1.8702625307159984,6
Bleda Pino Doncel Vintage 2014,Jumilla,Spain,2014,Bleda,Red,Unknown,5.01,3.6,,1.6114359150967732,10
Bo Bobal Unico 2019,Utielrequena,Spain,2019,Bo,Red,Unknown,4.91,3.6,,1.5912739418064292,5
Bodega Chakana Estate Selection Malbec 2019,Mendoza,Argentina,2019,Bodega Chakana Estate Selection,Red,Malbec,21.35,3.8,13.5,3.061051739674633,5
Bodega Contador Benjamin Romeo Predicador Rioja 2017,Rioja,Spain,2017,Bodega Contador Benjamin Romeo,Red,Rioja,21.58,4.1,,3.0717669598299886,7
Bodega De Bardos Reserva 2014,Ribera Del Duero,Spain,2014,Bodega De Bardos,Red,Unknown,12.47,4.2,,2.523325759691945,10
Bodega Del Fin Del Mundo Cabernet Franc 2012,Unknown,Argentina,2012,Bodega Del Fin Del Mundo,Red,Cabernet Franc,26.45,4.1,,3.2752561583043085,12
Bodega Del Fin Del Mundo Reserva Malbec 2017,Unknown,Argentina,2017,Bodega Del Fin Del Mundo,Red,Malbec,11.46,3.8,,2.438862711286593,7
Bodega Finca Las Moras Barrel Select Cabernet Syrah 2018,Unknown,Argentina,2018,Bodega Finca Las Moras,Red,Syrah,7.84,3.6,,2.0592388343623167,6
Bodega Finca Las Moras Barrel Select Malbec 2019,San Juan,Argentina,2019,Bodega Finca Las Moras,Red,Malbec,7.84,3.9,,2.0592388343623167,5
Bodega Finca Las Moras Dada Art 2 2019,San Juan,Argentina,2019,Bodega Finca Las Moras,Red,Unknown,6.09,3.8,,1.8066480817218056,5
Bodega Finca Las Moras Dada Art 8 2019,San Juan,Argentina,2019,Bodega Finca Las Moras,Red,Unknown,6.11,3.3,,1.809926773183504,5
Bodega Garzon Estate Tannat Merlot Varietales 2016,Unknown,Uruguay,2016,Bodega Garzon,Red,Merlot,11.96,3.5,,2.481567748522486,8
Bodega Garzon Reserva Tannat 2018,Unknown,Uruguay,2018,Bodega Garzon,Red,Tannat,13.31,4.1,,2.58851563240702,6
Bodega Iniesta Corazon Loco Tinto 2018,Unknown,Spain,2018,Bodega Iniesta,Red,Unknown,4.6,3.4,,1.5260563034950492,6
Bodega Iniesta Corazon Loco Tinto 2019,Unknown,Spain,2019,Bodega Iniesta,Red,Unknown,4.66,3.4,,1.5390154481375546,5
Bodega La Remediadora La Villa Real Tempranillo 2015,La Mancha,Spain,2015,Bodega La Remediadora,Red,Tempranillo,5.48,3.4,,1.7011051009599245,9
Bodega Otazu Otazu Edicion Limitada Reserva Clasico 2012,Navarra,Spain,2012,Bodega Otazu,Red,Unknown,11.34,3.9,,2.428336298299606,12
Bodega Otazu Otazu Premium Cuvee 2015,Navarra,Spain,2015,Bodega Otazu,Red,Unknown,8.7,3.8,,2.163323025660538,9
Bodega Otazu Otazu Premium Cuvee 2016,Navarra,Spain,2016,Bodega Otazu,Red,Unknown,7.53,3.9,,2.018895041811802,8
Bodega Piedra Negra Alta Coleccion Cabernet Sauvignon Mendoza 2018,Mendoza,Argentina,2018,Bodega Piedra Negra,Red,Cabernet Sauvignon,7.53,3.9,,2.018895041811802,6
Bodega Piedra Negra Alta Coleccion Malbec Mendoza 2019,Mendoza,Argentina,2019,Bodega Piedra Negra,Red,Malbec,7.53,4.0,,2.018895041811802,5
Bodega Piedra Negra Gran Malbec Mendoza 2014,Uco Valley,Argentina,2014,Bodega Piedra Negra,Red,Malbec,27.63,3.9,,3.318902138935325,10
Bodega Sommos Alquez 2017,Calatayud,Spain,2017,Bodega Sommos,Red,Unknown,6.62,3.8,,1.890095369948917,7
Bodega Sommos Alquez 2018,Calatayud,Spain,2018,Bodega Sommos,Red,Unknown,7.66,3.6,,2.0360119837525,6
Bodega Sommos Glarima Merlot Tempranillo 2020,Somontano,Spain,2020,Bodega Sommos,Red,Unknown,3.54,3.5,,1.264126727145683,4
Bodega Tandem Ars In Vitro 2012,Navarra,Spain,2012,Bodega Tandem,Red,Unknown,7.11,3.5,,1.9615022438151493,12
Bodega Tandem Ars Nova 2004,Navarra,Spain,2004,Bodega Tandem,Red,Unknown,11.8,3.5,,2.468099531471619,20
Bodega Tandem Ars Nova 2012,Navarra,Spain,2012,Bodega Tandem,Red,Unknown,9.13,3.7,,2.211565694606877,12
Bodega Tandem Ars Nova 2014,Navarra,Spain,2014,Bodega Tandem,Red,Unknown,8.73,4.1,,2.166765369851511,10
Bodega Tandem Macula 2012,Navarra,Spain,2012,Bodega Tandem,Red,Unknown,14.31,3.9,,2.66095859356836,12
Bodega Verde Tinto 2019,Carinena,Spain,2019,Bodega Verde,Red,Tinto,6.62,3.8,,1.890095369948917,5
Bodegas Amaren Angeles De Amaren Tempranillo Graciano 2013,Rioja,Spain,2013,Bodegas Amaren,Red,Tempranillo,15.82,4.1,,2.761274962339508,11
Bodegas Antonio Candela Parcelica Chica Monastrell Syrah 2019,Yecla,Spain,2019,Bodegas Antonio Candela,Red,Unknown,4.91,3.8,,1.5912739418064292,5
Bodegas Aragonesas Coto De Hayas Garnacha Syrah 2020,Aragon,Spain,2020,Bodegas Aragonesas,Red,Unknown,3.29,3.5,,1.1908875647772803,4
Bodegas Aragonesas Coto De Hayas Tempranillo Cabernet Sauvignon Roble 2019,Campo De Borja,Spain,2019,Bodegas Aragonesas,Red,Unknown,3.25,3.6,,1.1786549963416462,5
Bodegas Aragonesas Crucillon 2018,Campo De Borja,Spain,2018,Bodegas Aragonesas,Red,Unknown,3.6,3.3,,1.2809338454620642,6
Bodegas Arrocal Gallinitaciega Tempranillo 2020,Ribera Del Duero,Spain,2020,Bodegas Arrocal,Red,Unknown,7.28,3.8,,1.9851308622085944,4
Bodegas Asenjo Manso Ceres Crianza 2016,Ribera Del Duero,Spain,2016,Bodegas Asenjo Manso,Red,Unknown,13.86,3.8,,2.6290069937617573,8
Bodegas Ateca Atteca Garnacha Old Vines 2014,Calatayud,Spain,2014,Bodegas Ateca,Red,Unknown,9.57,3.9,,2.258633205464863,10
Bodegas Care Crianza Tempranillo Merlot 2016,Carinena,Spain,2016,Bodegas Care,Red,Tempranillo,7.27,3.9,,1.983756291545428,8
Bodegas Care Finca Bancales Vinas Viejas Garnacha 2016,Carinena,Spain,2016,Bodegas Care,Red,Unknown,10.49,4.2,,2.3504224224082058,8
Bodegas Care Tinto Sobre Lias Garnacha Syrah 2020,Carinena,Spain,2020,Bodegas Care,Red,Unknown,4.12,3.7,,1.415853163361435,4
