name,Region,Country,Vintage,Producer,Wine Variety,Grape Variety,Price ($),Average Rating,ABV,Log Price,Age
Casanova Di Neri Rosso Di Montalcino 2017,Rosso Di Montalcino,Italy,2017,Casanova Di Neri,Sparkling,Unknown,22.68,4.0,,3.121483478859551,7
Domaine Francois Lumpp Givry 1Er Cru A Vigne Rouge 2017,Other,France,2017,Domaine Francois Lumpp,White,Unknown,41.12,4.1,,3.71649462114691,7
Kendalljackson Stature Limited Release Cabernet Sauvignon 1999,Napa Valley,United States,1999,Kendalljackson,Red,Cabernet Sauvignon,6.99,4.4,,1.944480556245719,25
Rocca Delle Macie Roccato 2006,Toscana,Italy,2006,Rocca Delle Macie,White,Unknown,37.53,4.3,,3.6251406131469297,18
Domaine Des Pothiers Domaine Cote Roannaise Rouge 2020,Other,France,2020,Domaine Des Pothiers,Red,Unknown,19.0,3.7,,2.9444389791664403,4
Stone Cellars Cabernet Sauvignon 2015,California,United States,2015,Stone Cellars,Red,Cabernet Sauvignon,10.99,3.3,,2.3969857684155302,9
Tagaro Pignataro Nero Di Troia 2018,Puglia,Italy,2018,Tagaro,White,Unknown,8.57,4.0,,2.1482677326096886,6
Rocca Delle Macie Sergio Zingarelli Chianti Classico Gran Selezione 2013,Chianti Classico,Italy,2013,Rocca Delle Macie,Red,Chianti,63.35,4.0,,4.148674906767148,11
Tenute Silvio Nardi Brunello Di Montalcino 2013,Brunello Di Montalcino,Italy,2013,Tenute Silvio Nardi,White,Unknown,38.52,3.9,,3.651177586929925,11
Laibach Pinotage 2016,Stellenbosch,South Africa,2016,Laibach,Rose,Pinotage,16.56,4.0,,2.8069901489571136,8
Chateau Puechhaut Prestige Saintdrezery Rouge 2018,Other,France,2018,Chateau Puechhaut,Red,Unknown,18.28,4.2,,2.905807566026004,6
Bogle Cabernet Sauvignon 2016,California,United States,2016,Bogle,Red,Cabernet Sauvignon,17.78,3.7,,2.8780742300857582,8
Hecht Bannier Cotes Du Roussillon Villages 2010,Cotes Du Roussillon Villages,France,2010,Hecht Bannier,Red,Unknown,25.99,3.8,,3.2577118486533987,14
Friedrich Becker Spatburgunder B 2015,Pfalz,Germany,2015,Friedrich Becker,White,Unknown,17.9,3.7,,2.884800712846709,9
Staatskellerei Zurich Eo Noir 2014,Other,Switzerland,2014,Staatskellerei Zurich,Sparkling,Unknown,76.16,3.9,,4.33283639048311,10
Knipser Gaudenz Trocken 2016,Pfalz,Germany,2016,Knipser,Red,Unknown,10.63,3.8,,2.3636801923538564,8
Santa Rita 120 Reserva Especial Cabernet Sauvignon 2018,Central Valley,Chile,2018,Santa Rita,Red,Cabernet Sauvignon,8.99,3.4,,2.196112848483529,6
Izadi Rioja Reserva 2016,Rioja,Spain,2016,Izadi,Red,Rioja,19.95,3.9,,2.9932291433358724,8
Goedverwacht Maxim Cabernet Sauvignon 2015,Robertson,South Africa,2015,Goedverwacht,Sparkling,Cabernet Sauvignon,18.51,4.2,,2.9183111265854063,9
Marchesi Alfieri La Tota Barbera Dasti 2018,Barbera Dasti,Italy,2018,Marchesi Alfieri,White,Barbera,13.43,3.9,,2.597491010535146,6
Campo Viejo Gran Reserva 2012,Rioja,Spain,2012,Campo Viejo,Sparkling,Unknown,17.14,3.8,,2.841414913169634,12
Torres Vinyarets 2018,Penedes,Spain,2018,Torres,Rose,Unknown,17.31,3.6,,2.851284369188118,6
Arboleda Syrah 2017,Aconcagua Valley,Chile,2017,Arboleda,White,Syrah,19.97,3.8,,2.9942311474277234,7
Artadi Vinas De Gain Rioja Alavesa 2017,Other,Spain,2017,Artadi,White,Rioja,23.06,4.0,,3.138099514840913,7
Vivanco Crianza Rioja 2016,Rioja,Spain,2016,Vivanco,Rose,Rioja,13.66,3.7,,2.614471854142644,8
Domaine La Bouissiere Les Amis De La Bouissiere 2017,Vin De France,France,2017,Domaine La Bouissiere,Sparkling,Unknown,10.2,3.7,,2.322387720290225,7
Lindemans Bin 55 Shiraz Cabernet 2019,South Eastern Australia,Australia,2019,Lindemans,Red,Shiraz,5.99,3.6,,1.790091412127358,5
Nobile Delle Rocche Montepulciano Dabruzzo Riserva 2011,Montepulciano Dabruzzo,Italy,2011,Nobile Delle Rocche,Sparkling,Montepulciano,7.94,3.8,,2.0719132752590443,13
Chateau Duhartmilon Pauillac Grand Cru Classe 2008,Pauillac,France,2008,Chateau Duhartmilon,Red,Unknown,99.0,4.1,,4.59511985013459,16
Atalaya Laya 2020,Almansa,Spain,2020,Atalaya,Red,Unknown,5.81,3.7,,1.75958057086382,4
Prats Symington Prazo De Roriz Douro 2018,Douro,Portugal,2018,Prats Symington,Red,Unknown,17.99,3.9,,2.8898160479624413,6
Bodega Picos Loteta 2018,Campo De Borja,Spain,2018,Bodega Picos,Red,Unknown,6.16,3.4,,1.8180767775454283,6
Castellare Toscana Poggio Ai Merli 2016,Toscana,Italy,2016,Castellare,White,Unknown,74.86,4.3,,4.315619702476283,8
Domaine De Beaurenard Biotifulfox Rouge 2018,Chateauneufdupape,France,2018,Domaine De Beaurenard,Red,Unknown,19.99,3.7,,2.9952321485123083,6
Carlo Gentili Le Cerrine Chianti Riserva 2015,Chianti,Italy,2015,Carlo Gentili,Rose,Chianti,14.76,3.7,,2.6919208191723265,9
Predator Cabernet Sauvignon 2018,California,United States,2018,Predator,Red,Cabernet Sauvignon,13.95,3.7,,2.6354795082673745,6
Firriato Le Sabbie Delletna Rosso 2017,Etna,Italy,2017,Firriato,White,Unknown,11.52,3.8,,2.444084655267745,7
Louis Latour Cote De Beaunevillages 2017,Other,France,2017,Louis Latour,Sparkling,Unknown,24.4,3.6,,3.194583132299156,7
Capichera Assaje 2016,Isola Dei Nuraghi,Italy,2016,Capichera,Sparkling,Unknown,39.03,4.1,,3.664330581192524,8
Masi Costasera Amarone Della Valpolicella Classico 2015,Amarone Della Valpolicella Classico,Italy,2015,Masi,White,Unknown,41.98,4.3,,3.737193314392487,9
Brancaia Chianti Classico Riserva 2013,Chianti Classico,Italy,2013,Brancaia,Rose,Chianti,20.07,3.9,,2.9992261628082466,11
Bolla Valpolicella Classico 2019,Valpolicella Classico,Italy,2019,Bolla,Red,Unknown,10.3,2.8,,2.33214389523559,5
Quinta Do Vesuvio Pombal Do Vesuvio Douro 2015,Douro,Portugal,2015,Quinta Do Vesuvio,Red,Unknown,26.95,4.0,,3.293983297355006,9
Riecine La Gioia Toscana 2012,Toscana,Italy,2012,Riecine,Red,Unknown,49.8,4.3,,3.9080149840306073,12
Chateau Petit Bocq Saintestephe 2005,Saintestephe,France,2005,Chateau Petit Bocq,White,Unknown,43.35,4.0,,3.769306703226551,19
Chateau Berliquet Saintemilion Grand Cru Grand Cru Classe 2016,Saintemilion Grand Cru,France,2016,Chateau Berliquet,White,Unknown,43.35,4.0,,3.769306703226551,8
Paul Achs Pinot Noir 2016,Burgenland,Austria,2016,Paul Achs,Rose,Pinot Noir,40.04,3.9,,3.68987895444702,8
Domaine Rochette Morgon Cote Du Py 2014,Morgon,France,2014,Domaine Rochette,Red,Unknown,23.95,3.8,,3.1759683238569245,10
Chateau De Ferrand Saintemilion Grand Cru Grand Cru Classe 2015,Saintemilion Grand Cru,France,2015,Chateau De Ferrand,Rose,Unknown,45.57,3.9,,3.819249605275792,9
Honoro Vera Rioja 2018,Rioja,Spain,2018,Honoro Vera,Red,Rioja,6.18,3.5,,1.8213182714695997,6
Spottswoode Lyndenhurst Cabernet Sauvignon 2012,Other,United States,2012,Spottswoode,Red,Cabernet Sauvignon,79.27,4.2,,4.372859746849064,12
Damilano Nebbiolo Langhe Marghe 2018,Langhe,Italy,2018,Damilano,Red,Nebbiolo,25.99,4.0,,3.2577118486533987,6
Bove Indio Montepulciano Dabruzzo 2015,Montepulciano Dabruzzo,Italy,2015,Bove,Sparkling,Montepulciano,8.03,3.9,,2.0831845279586703,9
Cap Andritxol Mataca Negre 2017,Mallorca,Spain,2017,Cap Andritxol,Rose,Unknown,14.59,3.5,,2.6803363625346943,7
Chateau Pavie Aromes De Pavie Saintemilion Grand Cru 2010,Saintemilion Grand Cru,France,2010,Chateau Pavie,Rose,Unknown,432.48,4.0,,6.0695360825281375,14
Chateau Musar Rouge Gaston Hochar 2002,Bekaa Valley,Lebanon,2002,Chateau Musar,Sparkling,Unknown,38.02,4.2,,3.6381123370602833,22
Gaja Sori San Lorenzo 2016,Langhe,Italy,2016,Gaja,White,Unknown,525.17,4.3,,6.263722019700444,8
Delas Seigneur De Maugiron Coterotie 2011,Coterotie,France,2011,Delas,White,Coterotie,72.72,4.2,,4.286616449869223,13
Paul Mas Saint Hilaire Vineyard Pinot Noir Reserve 2017,Pays Doc,France,2017,Paul Mas,White,Pinot Noir,8.45,3.5,,2.134166441369082,7
Castel Sallegg Pinot Nero 2017,Sudtirol Alto Adige,Italy,2017,Castel Sallegg,White,Pinot Nero,15.14,3.5,,2.717340248009303,7
Paololeo Negramante Salento Negroamaro 2016,Salento,Italy,2016,Paololeo,Red,Negroamaro,11.88,4.0,,2.4748563139344992,8
Fabrizio Dionisio Castagnino Syrah 2017,Cortona,Italy,2017,Fabrizio Dionisio,White,Syrah,14.8,3.8,,2.6946271807700697,7
Bodega Garzon Estate Tannat Merlot Varietales 2016,Other,Uruguay,2016,Bodega Garzon,White,Merlot,15.5,3.5,,2.740840023925201,8
Vinchio Vaglio Serra I Tre Vescovi Barbera Dasti Superiore 2017,Barbera Dasti,Italy,2017,Vinchio Vaglio Serra,White,Barbera,10.85,3.7,,2.3841650799864684,7
Lynus Tinto 2013,Ribera Del Duero,Spain,2013,Lynus,White,Unknown,27.11,4.0,,3.2999026635105744,11
Chateau Prieurelichine Margaux Grand Cru Classe 2010,Margaux,France,2010,Chateau Prieurelichine,Sparkling,Margaux,85.71,4.2,,4.450969504910791,14
Panizzi Folgore San Gimignano Rosso 2012,Other,Italy,2012,Panizzi,Red,Unknown,26.33,4.2,,3.270708973508218,12
Braida Bricco Delluccellone Barbera Dasti 2017,Barbera Dasti,Italy,2017,Braida,Sparkling,Barbera,54.14,4.4,,3.9915732841861553,7
Glaetzer Wallace Shiraz Grenache 2017,Barossa Valley,Australia,2017,Glaetzer,White,Grenache,21.68,3.8,,3.076390176571445,7
Bodega Contador Benjamin Romeo Contador Rioja 2014,Rioja,Spain,2014,Bodega Contador Benjamin Romeo,Rose,Rioja,356.91,4.6,,5.877483649156544,10
Delas Le Clos Rouge Crozeshermitage 2012,Crozeshermitage,France,2012,Delas,Red,Unknown,42.2,4.0,,3.742420221041966,12
Condado De Oriza Tempranillo Ribera Del Duero 2018,Ribera Del Duero,Spain,2018,Condado De Oriza,White,Tempranillo,8.13,3.4,,2.0955609235597192,6
Manz Pomar Do Espirito Santo Reserva 2016,Lisboa,Portugal,2016,Manz,Rose,Unknown,29.19,4.1,,3.373826184866024,8
F Schatz Acinipo 2013,Other,Spain,2013,F Schatz,Sparkling,Unknown,20.61,4.1,,3.025776394902368,11
Jasci Marchesani Rudhir Montepulciano Dabruzzo 2015,Montepulciano Dabruzzo,Italy,2015,Jasci Marchesani,Sparkling,Montepulciano,19.48,4.1,,2.969388298214389,9
Bremerton Selkirk Shiraz 2017,Langhorne Creek,Australia,2017,Bremerton,Red,Shiraz,24.99,3.9,,3.2184757448468613,7
Cellaro Micina Nerello Mascalese 2018,Terre Siciliane,Italy,2018,Cellaro,Rose,Nerello Mascalese,9.21,3.9,,2.2202898502672155,6
Canalicchio Franco Pacenti Rosso Di Montalcino 2016,Rosso Di Montalcino,Italy,2016,Canalicchio Franco Pacenti,White,Unknown,18.34,3.6,,2.9090844668283187,8
Bodega Del Fin Del Mundo Reserva Special Blend 2016,Other,Argentina,2016,Bodega Del Fin Del Mundo,Red,Blend,38.94,4.3,,3.662021999944054,8
Fontella Chianti 2017,Chianti,Italy,2017,Fontella,Rose,Chianti,7.54,3.0,,2.0202221820198645,7
Carlo Gentili Matero 2018,Toscana,Italy,2018,Carlo Gentili,Sparkling,Unknown,6.24,3.4,,1.8309801823813363,6
Bodegas Valdemar Conde De Valdemar Crianza 2016,Rioja,Spain,2016,Bodegas Valdemar,Red,Unknown,9.1,3.7,,2.2082744135228043,8
Pizzato Fausto Merlot 2015,Serra Gaucha,Brazil,2015,Pizzato,Red,Merlot,12.42,3.5,,2.519308076505333,9
Chateau Rouget Pomerol 2017,Pomerol,France,2017,Chateau Rouget,Rose,Pomerol,52.68,4.0,,3.964235876875081,7
Francis Ford Coppola Directors Cabernet Sauvignon 2016,Sonoma County,United States,2016,Francis Ford Coppola Winery,White,Cabernet Sauvignon,24.41,3.8,,3.1949928844048685,8
Chateau Fonroque Saintemilion Grand Cru Grand Cru Classe 2016,Saintemilion Grand Cru,France,2016,Chateau Fonroque,Rose,Unknown,53.11,4.0,,3.972365234434308,8
Val Delle Rose Morellino Di Scansano 2017,Maremma Toscana,Italy,2017,Val Delle Rose,Rose,Rose,12.93,3.7,,2.559550192783766,7
Clos Baste Madiran 2016,Other,France,2016,Clos Baste,Red,Madiran,20.07,3.7,,2.9992261628082466,8
Tenuta Di Montecucco Montecucco Rosso 2014,Other,Italy,2014,Tenuta Di Montecucco,Red,Unknown,22.99,3.2,,3.1350593387750902,10
Les Bertrand Julienas Pur Ju 2018,Other,France,2018,Les Bertrand,Sparkling,Unknown,22.1,4.2,,3.0955776085237074,6
La Posta Pizzella Malbec 2019,Mendoza,Argentina,2019,La Posta,Red,Malbec,13.99,4.0,,2.63834278867739,5
Taylors Wakefield Promised Land Shiraz 2018,South Australia,Australia,2018,Taylors Wakefield,Sparkling,Shiraz,8.28,3.7,,2.113842968397168,6
Chateau Hautbailly Pessacleognan 2011,Pessacleognan,France,2011,Chateau Hautbailly,Rose,Unknown,78.91,4.1,,4.368307962532944,13
Monte Del Fra Amarone Della Valpolicella Classico Lena Di Mezzo 2015,Amarone Della Valpolicella Classico,Italy,2015,Monte Del Fra,White,Unknown,30.41,4.2,,3.414771501689273,9
Rocca Di Castagnoli Poggio Afrati Chianti Classico Riserva 2016,Chianti Classico,Italy,2016,Rocca Di Castagnoli,Red,Chianti,25.98,4.0,,3.2573270112424533,8
Alan De Val Mencia 2019,Valdeorras,Spain,2019,Alan De Val,Red,Mencia,8.84,3.6,,2.1792868766495523,5
Apaltagua Signature Cabernet Sauvignon 2015,Maipo Valley,Chile,2015,Apaltagua,Rose,Cabernet Sauvignon,33.43,4.0,,3.509453700432007,9
Trivento Tribu Cabernet Sauvignon 2018,Mendoza,Argentina,2018,Trivento,White,Cabernet Sauvignon,9.41,3.4,,2.2417729535972883,6
Heinrich Mayr Nusserhof Gloria 2011,Sudtirol Alto Adige,Italy,2011,Heinrich Mayr Nusserhof,White,Unknown,103.65,4.0,,4.641019838881789,13
Coppadoro Pescorosso Aglianico 2014,Puglia,Italy,2014,Coppadoro,Red,Aglianico,10.47,3.9,,2.3485140248824456,10
Neethlingshof Estate Malbec 2018,Stellenbosch,South Africa,2018,Neethlingshof Estate,Sparkling,Malbec,12.48,4.1,,2.524127362941281,6
Substance Cabernet Sauvignon 2019,Columbia Valley,United States,2019,Substance,Red,Cabernet Sauvignon,14.99,3.7,,2.7073833121145063,5
Casillero Del Diablo Carmenere 2016,Rapel Valley,Chile,2016,Casillero Del Diablo,Red,Carmenere,10.27,3.7,,2.329227023940467,8
Vale D Maria Vvv Valleys Douro 2016,Douro,Portugal,2016,Vale D Maria,Rose,Unknown,23.21,4.3,,3.144583220286345,8
Peterson Bradford Mountain Estate Vineyard Cabernet Sauvignon 2011,Dry Creek Valley,United States,2011,Peterson,Red,Cabernet Sauvignon,25.0,4.3,,3.218875824868201,13
Camigliano Brunello Di Montalcino 2014,Brunello Di Montalcino,Italy,2014,Camigliano,Rose,Unknown,29.76,4.0,,3.393165209964891,10
Big Flower Cabernet Sauvignon 2015,Stellenbosch,South Africa,2015,Big Flower,Rose,Cabernet Sauvignon,17.9,4.0,,2.884800712846709,9
Jean Stodden Recher Herrenberg Spatburgunder 2014,Ahr,Germany,2014,Jean Stodden,White,Unknown,30.39,3.7,,3.414113606928702,10
Neleman Nucli Organic 2018,La Mancha,Spain,2018,Neleman,Red,Unknown,9.41,3.7,,2.2417729535972883,6
Vino Casasmith Casasmith Cervo Barbera 2019,Wahluke Slope,United States,2019,Vino Casasmith,Red,Barbera,22.99,3.6,,3.1350593387750902,5
Knipser Burgweg Spatburgunder Gg 2012,Pfalz,Germany,2012,Knipser,Rose,Unknown,43.35,4.1,,3.769306703226551,12
Tianna Negre Randemar Negre 2018,Binissalemmallorca,Spain,2018,Tianna Negre,Red,Unknown,10.2,3.4,,2.322387720290225,6
Shafer Hillside Select Cabernet Sauvignon 2015,Other,United States,2015,Shafer,White,Cabernet Sauvignon,411.19,4.6,,6.019055394779094,9
Castellani Sangiovese 2016,Other,Italy,2016,Castellani,Red,Sangiovese,13.14,4.1,13.0,2.575661013056465,8
The Crusher Petite Sirah 2016,California,United States,2016,The Crusher,Red,Petite Sirah,11.99,3.8,,2.484072969039423,8
Bridlewood Cabernet Sauvignon 2017,Paso Robles,United States,2017,Bridlewood,Red,Cabernet Sauvignon,18.99,3.8,,2.9439125248241944,7
El Enemigo Cabernet Franc 2016,Mendoza,Argentina,2016,El Enemigo,Red,Cabernet Franc,23.27,4.3,,3.1471649773142003,8
Domaine De Chevalier Pessacleognan Grand Cru Classe De Graves 2016,Pessacleognan,France,2016,Domaine De Chevalier,Red,Unknown,108.44,4.2,,4.686197024630465,8
Peter Falke Ruby Blend 2015,Western Cape,South Africa,2015,Peter Falke,Rose,Blend,19.42,4.0,,2.9663034628631797,9
Honoro Vera Organic Monastrell 2020,Jumilla,Spain,2020,Honoro Vera,Red,Unknown,5.88,3.7,,1.7715567619105357,4
Franz Gojer St Magdalener Classico 2018,Sudtirol Alto Adige,Italy,2018,Franz Gojer,Rose,Unknown,13.56,3.5,,2.6071242825122494,6
Chateau Talbot Saintjulien Grand Cru Classe 2015,Saintjulien,France,2015,Chateau Talbot,Sparkling,Unknown,87.79,4.1,,4.474947598938117,9
Buon Tempo Brunello Di Montalcino Riserva 2010,Brunello Di Montalcino,Italy,2010,Buon Tempo,Red,Unknown,72.62,4.1,,4.28524036598619,14
Domaine De La Charbonniere Chateauneufdupape Mourre Des Perdrix 2016,Other,France,2016,Domaine De La Charbonniere,Red,Rhone Red Blends,64.89,4.0,16.0,4.172693528633077,8
Les Halos De Jupiter Chateauneufdupape Rouge 2015,Chateauneufdupape,France,2015,Les Halos De Jupiter,Rose,Unknown,39.67,4.1,,3.680595234526239,9
Anthonij Rupert Cabernet Franc 2012,Franschhoek,South Africa,2012,Anthonij Rupert,White,Cabernet Franc,65.04,4.2,,4.1750024652395545,12
Noble Vines 337 Cabernet Sauvignon 2018,Lodi,United States,2018,Noble Vines,Red,Cabernet Sauvignon,11.99,3.8,,2.484072969039423,6
Zevenwacht Syrah 2018,Stellenbosch,South Africa,2018,Zevenwacht,Red,Syrah,26.0,3.9,,3.258096538021482,6
Bassac Armonia Rouge 2018,Vin De France,France,2018,Bassac,Sparkling,Unknown,7.54,3.6,,2.0202221820198645,6
Curious Kiwi Pinot Noir 2017,Marlborough,New Zealand,2017,Curious Kiwi,Sparkling,Pinot Noir,16.26,3.4,,2.7887081041196646,7
Mont Du Toit Les Coteaux Merlot 2015,Wellington,South Africa,2015,Mont Du Toit,White,Merlot,16.7,3.9,,2.815408719422709,9
Chateau Grandpuylacoste Pauillac Grand Cru Classe 2005,Pauillac,France,2005,Chateau Grandpuylacoste,Rose,Unknown,140.99,4.3,,4.9486889658772695,19
Kendalljackson Vintners Reserve Pinot Noir 2019,California,United States,2019,Kendalljackson,Red,Pinot Noir,13.99,3.7,,2.63834278867739,5
Chateau Vircoulon Bordeaux Rouge 2016,Bordeaux,France,2016,Chateau Vircoulon,White,Unknown,8.91,3.5,,2.187174241482718,8
Ramsay Pinot Noir 2019,North Coast,United States,2019,Ramsay,Red,Pinot Noir,13.99,3.8,,2.63834278867739,5
Bonserine Coterotie La Vialliere 2016,Coterotie,France,2016,Bonserine,Rose,Coterotie,72.98,4.1,,4.290185431008302,8
Tagaro Pignataro Nero Di Troia 2018,Puglia,Italy,2018,Tagaro,Rose,Unknown,8.57,4.0,,2.1482677326096886,6
Casillero Del Diablo Winemakers Red Blend 2019,Rapel Valley,Chile,2019,Casillero Del Diablo,Red,Red Blend,9.01,3.7,,2.1983350716202468,5
Chateau Pape Clement Pessacleognan Grand Cru Classe De Graves 2007,Pessacleognan,France,2007,Chateau Pape Clement,Sparkling,Unknown,174.79,4.3,,5.163585253346995,17
Remy Ferbras Cuvee Porte Des Cardinaux Cotesdurhone 2016,Cotesdurhone,France,2016,Remy Ferbras,Red,Port,7.14,3.3,,1.965712776351493,8
Bruno Giacosa Nebbiolo Dalba 2015,Piemonte,Italy,2015,Bruno Giacosa,White,Nebbiolo,31.46,3.8,,3.448716897630132,9
Chateau Leoville Las Cases Clos Du Marquis Saintjulien 2010,Saintjulien,France,2010,Chateau Leoville Las Cases,Red,Unknown,73.51,4.2,,4.297421451385996,14
Las Rocas Red Blend 2013,Calatayud,Spain,2013,Las Rocas,Red,Red Blend,10.98,3.5,,2.396075436081385,11
Creation Merlot Cabernet Sauvignon Petit Verdot 2014,Walker Bay,South Africa,2014,Creation,Rose,Cabernet Sauvignon,13.54,3.9,,2.605648267484129,10
Altos Ibericos Crianza 2016,Rioja,Spain,2016,Altos Ibericos,Rose,Unknown,9.66,3.8,,2.2679936482244267,8
Kanonkop Pinotage 2016,Stellenbosch,South Africa,2016,Kanonkop,White,Pinotage,42.52,4.2,,3.749974553473747,8
Errazuriz La Cumbre Syrah 2016,Aconcagua Valley,Chile,2016,Errazuriz,White,Syrah,83.28,4.2,,4.422208424306714,8
Chateau Picon Bordeaux Superieur 2017,Bordeaux Superieur,France,2017,Chateau Picon,White,Unknown,7.97,3.5,,2.075684492802124,7
Chateau Hautbages Liberal La Chapelle De Bages Pauillac 2013,Pauillac,France,2013,Chateau Hautbages Liberal,White,Unknown,29.89,4.0,,3.3975239762958465,11
Domaine De Chevalier Pessacleognan Grand Cru Classe De Graves 2005,Pessacleognan,France,2005,Domaine De Chevalier,Rose,Unknown,108.44,4.2,,4.686197024630465,19
Duca Di Salaparuta Calanica Nero Davola Merlot 2017,Terre Siciliane,Italy,2017,Duca Di Salaparuta,Sparkling,Merlot,8.41,3.7,,2.1294214739848565,7
Leo Hillinger Terroir Pinot Noir 2015,Burgenland,Austria,2015,Leo Hillinger,Sparkling,Pinot Noir,29.19,3.8,,3.373826184866024,9
Casa Valduga Identidade Gran Terroir Corte 2013,Other,Brazil,2013,Casa Valduga,Red,Unknown,27.02,4.0,,3.2965773325320527,11
Zonin Amarone Della Valpolicella 2016,Amarone Della Valpolicella,Italy,2016,Zonin,White,Unknown,32.63,4.2,,3.4852321106052293,8
Torres 5G Garnachas 2016,Other,Spain,2016,Torres,Red,Grenache,12.31,4.2,,2.5104119401963625,8
Cono Sur Tocornal Merlot 2018,Central Valley,Chile,2018,Cono Sur,White,Merlot,6.51,3.6,,1.8733394562204777,6
Caparzo Sangiovese Toscana 2019,Toscana,Italy,2019,Caparzo,White,Sangiovese,6.5,3.9,,1.8718021769015916,5
Torre Dorti Amarone Della Valpolicella 2016,Amarone Della Valpolicella,Italy,2016,Torre Dorti,Rose,Unknown,32.01,4.3,,3.466048353981772,8
Cascina Fontana Dolcetto Dalba 2017,Dolcetto Dalba,Italy,2017,Cascina Fontana,Red,Dolcetto,21.0,3.6,,3.044522437723423,7
Bodegas Gratias Y Tu De Quien Eres Multivarietal 2019,Other,Spain,2019,Bodegas Gratias,Red,Unknown,10.08,3.3,,2.310553262643223,5
Bloodroot Cellars Cabernet Sauvignon 2018,Napa Valley,United States,2018,Bloodroot Cellars,Red,Cabernet Sauvignon,29.0,3.9,,3.367295829986474,6
Herdade Da Fonte Coberta Ouro Do Monte Reserva Tinto 2013,Alentejano,Portugal,2013,Herdade Da Fonte Coberta,Red,Unknown,12.99,3.6,,2.564179830682508,11
Ego Goru 2018,Jumilla,Spain,2018,Ego,White,Unknown,7.49,3.8,,2.013568797529128,6
Muga Torre Muga 2016,Rioja,Spain,2016,Muga,Sparkling,Unknown,82.81,4.4,,4.416548827045609,8
M Chapoutier Chateauneufdupape Barbe Rac 2004,Chateauneufdupape,France,2004,M Chapoutier,Red,Unknown,78.06,4.0,,4.3574777617524685,20
Salcheto Nobile Di Montepulciano 2015,Vino Nobile Di Montepulciano,Italy,2015,Salcheto,Rose,Montepulciano,18.77,3.9,,2.932259850598417,9
Casanova Di Neri Cerretalto Brunello Di Montalcino 2012,Brunello Di Montalcino,Italy,2012,Casanova Di Neri,White,Unknown,378.64,4.6,,5.936585885597992,12
Tarapaca Gran Reserva Red Blend 2019,Maipo Valley,Chile,2019,Tarapaca,Red,Red Blend,19.99,4.5,,2.9952321485123083,5
De Toren Z 2015,Stellenbosch,South Africa,2015,De Toren,Red,Unknown,30.92,4.3,,3.431403223719221,9
Starkconde Postcard Series Cabernet Sauvignon 2017,Stellenbosch,South Africa,2017,Starkconde,Sparkling,Cabernet Sauvignon,14.2,3.7,,2.653241964607215,7
Apaltagua Gran Verano Carmenere 2018,Central Valley,Chile,2018,Apaltagua,Red,Carmenere,7.54,3.5,,2.0202221820198645,6
Masciarelli Montepulciano Dabruzzo 2017,Montepulciano Dabruzzo,Italy,2017,Masciarelli,White,Montepulciano,9.66,3.6,,2.2679936482244267,7
Cantine Leonardo Da Vinci Da Vinci Chianti Riserva 2015,Chianti,Italy,2015,Cantine Leonardo Da Vinci,Rose,Chianti,12.21,3.7,,2.5022552881226137,9
Feudo Arancio Passiari 2017,Sicilia,Italy,2017,Feudo Arancio,Red,Unknown,8.63,4.1,,2.155244505095337,7
Chateau De Ferrand Le Different De Chateau De Ferrand Saint Emilion Grand Cru 2015,Saintemilion Grand Cru,France,2015,Chateau De Ferrand,White,Unknown,22.78,4.1,,3.125882958019036,9
Marques De Caceres Rioja Reserva 2016,Rioja,Spain,2016,Marques De Caceres,Red,Rioja Reserva,12.71,3.9,,2.542389085201363,8
Chateau Gloria Saintjulien 2013,Saintjulien,France,2013,Chateau Gloria,Red,Unknown,50.45,3.8,,3.920982746799618,11
Kuleto Estate Native Son Red 2019,Napa Valley,United States,2019,Kuleto Estate,Red,Other Red Blends,18.89,4.0,14.5,2.9386326815134183,5
Chateau Les Carmes Hautbrion Pessacleognan 2005,Pessacleognan,France,2005,Chateau Les Carmes Hautbrion,Rose,Unknown,140.99,4.2,,4.9486889658772695,19
Slow Press Cabernet Sauvignon 2019,Paso Robles,United States,2019,Slow Press,Red,Cabernet Sauvignon,10.98,3.7,,2.396075436081385,5
Villa Pillo Borgoforte Toscana 2018,Toscana,Italy,2018,Villa Pillo,Red,Unknown,10.99,4.0,,2.3969857684155302,6
Baron Philippe De Rothschild Les Cepages Cabernet Sauvignon 2018,Pays Doc,France,2018,Baron Philippe De Rothschild,White,Cabernet Sauvignon,7.89,3.4,,2.065596134857783,6
Calmel Joseph Les Terroirs Faugeres 2014,Faugeres,France,2014,Calmel Joseph,Rose,Unknown,8.41,3.5,,2.1294214739848565,10
Ricossa Barbera Dasti 2018,Barbera Dasti,Italy,2018,Ricossa,Sparkling,Barbera,7.14,3.8,,1.965712776351493,6
O Fournier B Crux Blend 2008,Uco Valley,Argentina,2008,O Fournier,Sparkling,Blend,18.99,3.9,,2.9439125248241944,16
El Grillo Y La Luna 12 Lunas Tinto 2019,Somontano,Spain,2019,El Grillo Y La Luna,Red,Unknown,10.02,3.9,,2.304583095656719,5
Keringer Aviator Blaufrankisch 2017,Neusiedlersee,Austria,2017,Keringer,Sparkling,Blaufrankisch,12.59,4.0,,2.532902848056256,7
