,Name,Country,Region,Winery,Rating,NumberOfRatings,Price,Year,category
17487,Alleanza 2012,Italy,Toscana,Castello di Gabbiano,4.1,104,26.95,2012,white
17488,Valpolicella Ripasso Classico Superiore Solane 2015,Italy,Valpolicella Ripasso,Santi,3.7,1040,14.75,2015,white
17489,Crianza 2015,Spain,Binissalem-Mallorca,Bodegas José L. Ferrer,3.8,1040,11.95,2015,white
17490,Courela Tinto 2016,Portugal,Alentejano,Cortes de Cima,3.6,1040,5.65,2016,white
17491,Barbera d'Alba Tre Vigne 2015,Italy,Barbera d'Alba,Vietti,3.8,1040,19.5,2015,white
17492,No Name 2014,Italy,Piemonte,Borgogno,4.0,1041,34.32,2014,white
17493,Rioja Bordón Reserva 2011,Spain,Rioja,Franco-Espanolas,3.8,1045,10.85,2011,white
17494,Pian delle Vigne Brunello di Montalcino 2014,Italy,Brunello di Montalcino,Antinori,4.3,1046,45.6,2014,white
17495,Almiréz 2016,Spain,Toro,Teso La Monja,4.0,1046,14.95,2016,white
17496,Colheita Seleccionada Rouge 2010,Portugal,Alentejano,Rapariga da Quinta,3.2,1046,11.7,2010,white
17497,Ammasso Rosso Sicilia 2016,Italy,Sicilia,Barone Montalto,4.2,1047,16.34,2016,white
17498,Côtes du Rhône Nature Rouge 2016,France,Côtes-du-Rhône,Famille Perrin,3.6,1049,10.45,2016,white
17499,Russian River Valley Zinfandel 2015,United States,Russian River Valley,DeLoach,3.5,105,18.49,2015,white
17500,Saint-Julien (Grand Cru Classé) 2016,France,Saint-Julien,Château Léoville Las Cases,4.6,105,330.45,2016,white
17501,Halkidiki Limnio - Merlot 2013,Greece,Chalkidiki,Tsantali,3.2,105,12.49,2013,white
17502,Pomerol 2015,France,Pomerol,Château l'Ecuyer,4.2,105,43.16,2015,white
17503,Toar Valpolicella Classico Superiore 2016,Italy,Valpolicella Classico,Masi,3.7,105,15.6,2016,white
17504,Arbòre Cannonau di Sardegna 2012,Italy,Cannonau di Sardegna,Gabbas,4.0,105,21.9,2012,white
17505,Ángeles de Amaren Tempranillo - Graciano 2015,Spain,Rioja,Bodegas Amaren,4.2,105,15.95,2015,white
17506,Barbera 2018,Italy,Piemonte,Serre dei Roveri,3.3,105,6.15,2018,white
17507,Amarone della Valpolicella 2006,Italy,Amarone della Valpolicella,Zýmē,4.5,105,96.9,2006,white
17508,Castillo de Jumilla Monastrell - Tempranillo 2018,Spain,Jumilla,Bleda,3.5,105,5.33,2018,white
17509,Hommage Lirac 2016,France,Lirac,Domaine Coudoulis,3.9,105,19.01,2016,white
17510,Poggio d'Arna Toscana 2014,Italy,Toscana,Tenuta di Sesta,3.6,105,12.9,2014,white
17511,Vinya Le Havre Reserva Cabernet Sauvignon 2013,Spain,Penedès,Jean Leon,4.0,105,25.75,2013,white
17512,Brunello di Montalcino 2014,Italy,Brunello di Montalcino,Tenute Silvio Nardi,3.8,105,32.75,2014,white
17513,Sor Ugo Bolgheri Superiore 2017,Italy,Bolgheri Superiore,Aia Vecchia,4.3,105,23.94,2017,white
17514,Ses Nines Negre 2018,Spain,Binissalem-Mallorca,Tianna Negre,3.8,105,11.25,2018,white
17515,Terrassen Zweigelt Blauer 2018,Austria,Wachau,Domäne Wachau,3.7,105,9.95,2018,white
17516,Rosso di Montalcino 2018,Italy,Rosso di Montalcino,Ciacci Piccolomini d'Aragona,4.1,105,16.47,2018,white
17517,Riva Ranch Pinot Noir (Reliz Creek) 2017,United States,Arroyo Seco,Wente,3.9,105,24.15,2017,white
17518,Altos R Tempranillo 2017,Spain,Rioja,Altos de Rioja,3.4,105,6.9,2017,white
17519,Amarone della Valpolicella Classico 2016,Italy,Amarone della Valpolicella Classico,Zenato,4.2,105,43.61,2016,white
17520,Potenti Toscana (Suvereto) 2015,Italy,Toscana,Petra,3.9,105,39.58,2015,white
17521,Trentatre 33 Rosso 2017,Italy,Salento,Rocca,3.6,105,6.95,2017,white
17522,Pievasciata Rosso 2016,Italy,Toscana,Vallepicciola,4.1,105,14.9,2016,white
17523,Brunello di Montalcino 2013,Italy,Brunello di Montalcino,Tenute Silvio Nardi,3.9,1050,35.5,2013,white
17524,The Barossan Shiraz 2017,Australia,Barossa Valley,Peter Lehmann,3.8,1051,16.48,2017,white
17525,Nero d'Avola 2017,Italy,Terre Siciliane,Colosi,3.8,1055,8.68,2017,white
17526,Bordeaux 2015,France,Bordeaux,Jean-Pierre Moueix,3.5,1056,10.21,2015,white
17527,Cabernet Sauvignon 2018,United States,California,Woodbridge by Robert Mondavi,3.4,1056,8.95,2018,white
17528,Tinto 2018,Portugal,Lisboa,Porta 6,3.7,1056,9.12,2018,white
17529,Délicate N.V.,South Africa,Stellenbosch,De Toren,4.1,1056,14.38,N.V.,white
17530,Aglianico Rubrato 2014,Italy,Irpinia,Feudi di San Gregorio,3.5,1057,10.95,2014,white
17531,Gran Verano Cabernet Sauvignon 2018,Chile,Central Valley,Apaltagua,3.4,1059,6.95,2018,white
17532,Grand Estates Merlot 2015,United States,Columbia Valley,Columbia Crest,3.7,1059,12.4,2015,white
17533,Saint-Julien (Grand Cru Classé) 2017,France,Saint-Julien,Château Beychevelle,4.0,106,86.76,2017,white
17534,Copa Santa La Méjanelle 2015,France,Languedoc,Clavel,4.0,106,17.9,2015,white
17535,Cantodoro 2016,Italy,Sicilia,Feudo Arancio,3.6,106,8.5,2016,white
17536,Vitiano San Lorenzo 2014,Italy,Castel San Lorenzo,Falesco,3.9,106,11.95,2014,white
17537,Disueri Nero d'Avola 2018,Italy,Sicilia,Cusumano,3.6,106,7.7,2018,white
17538,Kirschgarten Spatburgunder GG 2013,Germany,Pfalz,Knipser,4.2,106,39.95,2013,white
17539,B 2017,Spain,Ribera del Duero,Baden Numen,3.8,106,11.21,2017,white
17540,Pinot Noir 2017,Italy,Valle d'Aosta,Ottin - Viticulteur Encaveur,4.0,106,22.5,2017,white
17541,Protocolo Tinto 2018,Spain,Castilla,Dominio de Eguren,3.7,106,5.95,2018,white
17542,Rouge 2016,France,Bordeaux,Bad Boy (Mauvais Garçon),3.9,106,16.9,2016,white
17543,Côte de Nuits Villages Le Vaucrain 2016,France,Côte de Nuits Villages,Louis Jadot,4.0,106,32.0,2016,white
17544,Vino Nobile di Montepulciano 2016,Italy,Vino Nobile di Montepulciano,Talosa,3.9,106,17.79,2016,white
17545,Yotuel Selección 2014,Spain,Ribera del Duero,Gallego Zapatero,3.6,106,15.75,2014,white
17546,Lanzaga Rioja 2014,Spain,Rioja,Telmo Rodriguez,3.8,106,19.95,2014,white
17547,Elysian Collection Merlot 2016,United States,California,Bonterra,3.8,106,26.7,2016,white
17548,La Tiare du Pape Châteauneuf-du-Pape Rouge 2015,France,Châteauneuf-du-Pape,Maison Bouachon,3.9,106,45.0,2015,white
17549,Spätburgunder Trocken 2015,Germany,Pfalz,Ökonomierat Rebholz,3.9,106,21.4,2015,white
17550,El Chocolatero Cariñena 2014,Spain,Cariñena,San Valero,3.2,106,7.75,2014,white
17551,Hermitage La Chapelle Rouge 2016,France,Hermitage,Paul Jaboulet Aîné,4.3,106,249.95,2016,white
17552,Mas Oliveras Tempranillo 2018,Spain,Catalunya,Ramón Roqueta,3.2,106,6.5,2018,white
17553,Pannobile 2015,Austria,Burgenland,Pittnauer,3.9,106,22.13,2015,white
17554,Tempus 2018,Italy,Veneto,Stefano Accordini,3.8,106,10.42,2018,white
17555,Le Clos des Fées (Hervé Bizeul) 2013,France,Côtes du Roussillon,Domaine du Clos des Fées,4.1,106,52.53,2013,white
17556,Tío Martín Crianza 2016,Spain,Rioja,D. Mateos,3.8,106,15.69,2016,white
17557,Vigna Del Mandorlo Dolcetto d'Alba 2017,Italy,Dolcetto d'Alba,Elvio Cogno,3.4,106,11.5,2017,white
17558,Barolo Bussia 2015,Italy,Barolo,Prunotto,4.1,106,69.0,2015,white
17559,Tinto 2015,Spain,Rioja,Gran Familia,3.5,106,5.8,2015,white
17560,Finca Cuesta Clara Raro Reserva 2015,Spain,Rioja,Campillo,4.2,106,39.99,2015,white
17561,Fronsac 2005,France,Fronsac,Château la Vieille Cure,4.0,106,39.95,2005,white
17562,Ventoux 2016,France,Ventoux,Xavier Vignon,3.6,106,8.2,2016,white
17563,Hussonet Cabernet Sauvignon Gran Reserva 2015,Chile,Maipo Valley,Haras de Pirque,3.7,1060,15.95,2015,white
17564,Salice Salentino Riserva 2016,Italy,Salice Salentino,Marchese di Borgosole,3.9,1061,8.49,2016,white
17565,Chianti Classico 2016,Italy,Chianti Classico,Isole e Olena,3.9,1063,20.86,2016,white
17566,Joseph Meczan Pinot Nero - Blauburgunder Alto Adige 2016,Italy,Südtirol - Alto Adige,J. Hofstätter,3.6,1064,13.48,2016,white
17567,Brunello di Montalcino 2014,Italy,Brunello di Montalcino,Tenuta Il Poggione,4.2,1065,36.63,2014,white
17568,Cabernet Sauvignon 2015,United States,Columbia Valley,Columbia Winery,3.8,1065,17.75,2015,white
17569,Saint-Julien (Grand Cru Classé) 2009,France,Saint-Julien,Château Léoville Barton,4.4,1066,133.06,2009,white
17570,Pessac-Léognan (Grand Cru Classé de Graves) 2005,France,Pessac-Léognan,Château Smith Haut-Lafitte,4.4,1066,169.95,2005,white
17571,Cabernet Sauvignon 2013,Mexico,Valle de Guadalupe,L. A. Cetto,3.4,1066,8.65,2013,white
17572,Malbec 2017,Argentina,Mendoza,Catena,4.1,10676,13.5,2017,white
17573,Saint-Estèphe (Grand Cru Classé) 2009,France,Saint-Estèphe,Château Lafon-Rochet,4.2,1069,75.98,2009,white
17574,Amarone della Valpolicella Classico 2014,Italy,Amarone della Valpolicella Classico,Bolla,4.1,1069,28.99,2014,white
17575,Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2014,France,Saint-Émilion Grand Cru,Château Belair-Monange,4.0,107,130.97,2014,white
17576,Margaux (Grand Cru Classé) 2017,France,Margaux,Château Lascombes,4.0,107,86.76,2017,white
17577,Pauillac (Grand Cru Classé) 2017,France,Pauillac,Château d'Armailhac,3.9,107,52.64,2017,white
17578,Figure Libre Freestyle Rouge 2018,France,Pays d'Oc,Gayda,3.7,107,11.45,2018,white
17579,Pinot Noir 2018,France,Pays d'Oc,La Forge Estate,3.6,107,7.27,2018,white
17580,Tinto 2018,Spain,Alicante,Vergel,3.6,107,7.35,2018,white
17581,Les Coteaux Cabernet Sauvignon 2015,South Africa,Wellington,Mont du Toit,3.8,107,11.5,2015,white
17582,Mayro Montepulciano d'Abruzzo 2015,Italy,Montepulciano d'Abruzzo,Fosso Corno,3.7,107,7.75,2015,white
17583,Barbera d'Alba 2018,Italy,Barbera d'Alba,Comm. G.B. Burlotto,3.9,107,17.0,2018,white
17584,Blauer Spätburgunder 2015,Germany,Baden,Ziereisen,3.7,107,11.31,2015,white
17585,Promontory 2013,United States,Napa Valley,Promontory,4.7,107,721.34,2013,white
17586,Tempranillo - Merlot 2015,Spain,Ribera del Duero,Rolland & Galarreta 'R&G',3.7,107,13.95,2015,white
17587,Sankt Laurent 2017,Austria,Burgenland,Umathum,3.6,107,13.2,2017,white
17588,Gigondas 2017,France,Gigondas,M. Chapoutier,3.9,107,24.8,2017,white
17589,Driopi Classic Agiorgitiko Nemea 2017,Greece,Nemea,Κτημα Τσελεπου (Ktima Tselepos),3.7,107,11.5,2017,white
17590,Magna Malbec 2018,Argentina,San Juan,Callia,3.5,107,8.95,2018,white
17591,Nero 2010,Italy,Salento,Conti Zecca,4.0,107,25.12,2010,white
17592,Salice Salentino 2017,Italy,Salice Salentino,Epicuro,3.6,107,6.25,2017,white
17593,Valpolicella Superiore 2014,Italy,Valpolicella,Rocca Sveva,3.7,107,15.84,2014,white
17594,Gevrey-Chambertin 2015,France,Gevrey-Chambertin,Chanson,4.1,107,50.9,2015,white
17595,Pago de los Balagueses Garnacha Tintorera - Merlot 2014,Spain,Valencia,Vegalfaro,3.8,107,16.9,2014,white
17596,Barolo Liste 2013,Italy,Barolo,Borgogno,4.2,107,80.01,2013,white
17597,Adrianna Vineyard Fortuna Terrae Malbec 2016,Argentina,Mendoza,Catena Zapata,4.6,107,89.9,2016,white
17598,Malbec de Purcari 2018,Moldova,South Eastern,Château Purcari,4.1,107,11.98,2018,white
17599,Esprit de Granit Saint-Joseph 2012,France,Saint-Joseph,Cave de Tain,4.0,107,27.93,2012,white
17600,Bachgart Blauburgunder 2016,Italy,Südtirol - Alto Adige,Klaus Lentsch,3.8,107,19.9,2016,white
17601,Crianza 2016,Spain,Rioja,Campo Viejo,3.5,1070,7.99,2016,white
17602,Margaux de Brane (Margaux de Henri Lurton) 2014,France,Margaux,Château Brane-Cantenac,3.8,1070,34.2,2014,white
17603,Shiraz 2017,South Africa,Swartland,Allesverloren,3.6,1070,10.9,2017,white
17604,Rubesco Rosso di Torgiano 2016,Italy,Torgiano,Lungarotti,3.7,1071,9.8,2016,white
17605,Yamhill Cuvée Pinot Noir 2014,United States,Willamette Valley,Domaine Serene,4.3,1071,59.0,2014,white
17606,Gran Enemigo 2015,Argentina,Mendoza,El Enemigo,4.5,1072,62.39,2015,white
17607,Macán Clásico 2015,Spain,Rioja,Benjamin de Rothschild - Vega Sicilia,4.3,1073,48.54,2015,white
17608,Zinfandel 2016,United States,North Coast,Ghost Pines,3.9,1075,17.29,2016,white
17609,Reserve Malbec 2016,Argentina,Tupungato,Sophenia,3.8,1076,13.09,2016,white
17610,Saint-Estèphe 2011,France,Saint-Estèphe,Château de Pez,3.9,1077,36.9,2011,white
17611,Rosso di Montalcino Leopoldo Franceschi 2014,Italy,Rosso di Montalcino,Tenuta Il Poggione,3.9,1077,21.34,2014,white
17612,Saint-Estèphe (Grand Cru Classé) 2005,France,Saint-Estèphe,Château Lafon-Rochet,4.1,1077,79.95,2005,white
17613,Diamond Collection Zinfandel (Red Label) 2016,United States,Napa Valley,Francis Ford Coppola,3.9,1078,21.39,2016,white
17614,Overture N.V.,United States,Napa Valley,Opus One,4.4,10799,154.99,N.V.,white
17615,Nèprica Cabernet Sauvignon 2018,Italy,Puglia,Tormaresca,3.5,108,8.33,2018,white
17616,Veneto Rosso del Bepi 2010,Italy,Veneto,Quintarelli Giuseppe,4.4,108,115.92,2010,white
17617,Taurasi 2015,Italy,Taurasi,Feudi di San Gregorio,4.1,108,17.45,2015,white
17618,Tributo Carmenère 2018,Chile,Colchagua Valley,Caliterra,3.7,108,9.64,2018,white
17619,Lalande-de-Pomerol 2014,France,Lalande-de-Pomerol,Château Les Hauts-Conseillants,4.0,108,20.37,2014,white
17620,Coteaux Du Languedoc La Clape L'Hospitalitas 2015,France,La Clape,Gérard Bertrand,4.4,108,71.39,2015,white
17621,Shiraz 2015,South Africa,Stellenbosch,Kaapzicht,4.0,108,15.55,2015,white
17622,Gigondas Valbelle 2015,France,Gigondas,Château de Saint Cosme,4.3,108,49.95,2015,white
17623,Primitivo di Manduria 2018,Italy,Primitivo di Manduria,Terre di Campo Sasso,4.1,108,8.28,2018,white
17624,Redhill Pinotage 2017,South Africa,Stellenbosch,Simonsig,4.2,108,19.4,2017,white
17625,Finca Dofí 2017,Spain,Priorat,Álvaro Palacios,4.4,108,69.95,2017,white
17626,Unique Selection 2015,Chile,Colchagua Valley,Siegel,4.2,108,28.9,2015,white
17627,Sud Malvasia Nera 2016,Italy,Salento,San Marzano,3.9,108,7.25,2016,white
17628,Alboreto Nobile di Montepulciano 2016,Italy,Vino Nobile di Montepulciano,Talosa,3.9,108,14.13,2016,white
17629,Tempranillo Reserva 2010,Spain,Rioja,Bodegas Amaren,4.2,108,34.9,2010,white
17630,Bordeaux Supérieur 2017,France,Bordeaux Supérieur,Château Picon,3.5,108,7.35,2017,white
17631,Valpolicella Valpantena 2017,Italy,Valpolicella Valpantena,Costa Arente,3.8,108,15.67,2017,white
17632,Poggio Al Tufo Alicante 2015,Italy,Maremma Toscana,Tommasi,3.9,108,20.32,2015,white
17633,Conde de Valdemar Reserva 2012,Spain,Rioja,Bodegas Valdemar,4.0,108,13.26,2012,white
17634,Rondeur Appassimento 2018,France,Pays d'Oc,Domaine La Grange,4.2,108,9.37,2018,white
17635,Zarihs Syrah 2016,Spain,Campo de Borja,Borsao,4.1,108,15.69,2016,white
17636,Merlot Selección 2016,Spain,Extremadura,Coloma,4.0,108,11.95,2016,white
17637,Tinto 2000,Spain,Castilla y León,Dehesa La Granja,4.1,108,35.0,2000,white
17638,Siebeneich Merlot Riserva 2016,Italy,Südtirol - Alto Adige,Colterenzio (Schreckbichl),3.8,108,19.01,2016,white
17639,Cabernet Sauvignon 2017,South Africa,Stellenbosch,Stark-Condé,3.8,108,11.99,2017,white
17640,Amarone 2012,Italy,Amarone della Valpolicella,Musella,4.2,108,29.12,2012,white
17641,Reserva 2012,Spain,Rioja,Ortega Ezquerro,3.9,108,13.95,2012,white
17642,Palha Canas Tinto 2016,Portugal,Lisboa,Casa Santos Lima,3.6,108,8.9,2016,white
17643,12 e Mezzo Primitivo del Salento 2017,Italy,Salento,Varvaglione,3.9,1080,7.25,2017,white
17644,50 & 50 2013,Italy,Toscana,Capannelle,4.4,1081,112.0,2013,white
17645,Cabernet Sauvignon de Purcari 2017,Moldova,South Eastern,Château Purcari,4.1,1082,12.98,2017,white
17646,Ca'Marcanda Promis Toscana 2017,Italy,Toscana,Gaja,4.0,1083,30.9,2017,white
17647,Cabernet Sauvignon - Merlot 2015,Spain,Somontano,Enate,3.6,1084,9.5,2015,white
17648,Conde de Valdemar Gran Reserva 2008,Spain,Rioja,Bodegas Valdemar,4.0,1084,19.99,2008,white
17649,Whole Berry Cabernet Sauvignon 2017,South Africa,Robertson,Springfield Estate,4.1,1084,16.75,2017,white
17650,Clásico Garnacha 2018,Spain,Campo de Borja,Borsao,3.6,1085,5.99,2018,white
17651,Sideral 2017,Chile,Cachapoal Valley,Altaïr,4.2,1085,21.45,2017,white
17652,Charles Wetmore Cabernet Sauvignon 2014,United States,Livermore Valley,Wente,4.0,1086,21.1,2014,white
17653,Saint-Estèphe 2012,France,Saint-Estèphe,Château de Pez,4.0,1089,33.9,2012,white
17654,Gran Reserva Cabernet Sauvignon 2017,Chile,Maipo Valley,Carmen,3.8,1089,11.65,2017,white
17655,Mentor Cabernet 2013,Australia,Barossa,Peter Lehmann,3.9,109,32.69,2013,white
17656,Montagne-Saint-Émilion 2016,France,Montagne-Saint-Émilion,Clos de Bouard,4.0,109,27.2,2016,white
17657,Les Cépages Cabernet Sauvignon 2018,France,Pays d'Oc,Baron Philippe de Rothschild,3.4,109,7.27,2018,white
17658,L'Esprit Terroir La Clape 2015,France,La Clape,Château Rouquette Sur Mer,3.8,109,14.95,2015,white
17659,Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2015,France,Saint-Émilion Grand Cru,Château Belair-Monange,4.3,109,224.95,2015,white
17660,Pinot Noir 2017,United States,Central Coast,Ryder Estate,3.7,109,16.72,2017,white
17661,Malbec 2018,France,Comté Tolosan,Carmelle,3.7,109,6.45,2018,white
17662,Merlot 2015,United States,Washington,Stimson Estate Cellars,3.6,109,8.29,2015,white
17663,Blaufränkisch 2017,Austria,Burgenland,Krutzler,3.5,109,8.98,2017,white
17664,I Sodi del Paretaio 2018,Italy,Chianti,Badia di Morrona,3.5,109,7.99,2018,white
17665,Villa Blanche Syrah 2017,France,Pays d'Oc,Calmel & Joseph,3.8,109,7.4,2017,white
17666,Arbossar 2016,Spain,Priorat,Terroir Al Límit Soc. Lda,4.0,109,60.0,2016,white
17667,Amarone Della Valpolicella Marta Galli 2007,Italy,Amarone della Valpolicella,Le Ragose,4.3,109,59.9,2007,white
17668,Vera Cruz Shiraz 2014,South Africa,Stellenbosch,Delheim,4.3,109,35.5,2014,white
17669,Poggio d'Arna Toscana 2016,Italy,Toscana,Tenuta di Sesta,4.0,109,12.58,2016,white
17670,Contador Rioja 2014,Spain,Rioja,Bodega Contador (Benjamín Romeo),4.6,109,328.95,2014,white
17671,Fronsac 2015,France,Fronsac,Château Moulin Haut-Laroque,4.0,109,22.37,2015,white
17672,Pinot Noir *** 2014,Germany,Baden,Weingut Holger Koch,3.6,109,29.95,2014,white
17673,Lemberger Trocken 2014,Germany,Württemberg,Grafen Neipperg,3.2,109,9.6,2014,white
17674,Sestal 2014,Spain,Mallorca,Ses Talaioles,4.2,109,31.68,2014,white
17675,Pomerol 2012,France,Pomerol,Château Gombaude-Guillot,4.1,109,68.81,2012,white
17676,Priorat Cruor 2016,Spain,Priorat,Casa Gran del Siurana,4.1,109,20.99,2016,white
17677,Domaine de la Madone Beaujolais Le Perréon 2018,France,Beaujolais,Jean-Marc Despres,3.7,109,8.67,2018,white
17678,Saint-Estèphe 2016,France,Saint-Estèphe,Château Clauzet,3.8,109,24.75,2016,white
17679,Valpolicella Superiore 2014,Italy,Valpolicella,Allegrini,3.7,1092,13.16,2014,white
17680,The Scribbler Cabernet - Shiraz 2013,Australia,Barossa Valley,Yalumba,3.6,1093,20.76,2013,white
17681,Boom Boom! Syrah 2016,United States,Columbia Valley,Charles Smith,3.5,1093,18.42,2016,white
17682,Margaux (Grand Cru Classé) 2010,France,Margaux,Château Prieuré-Lichine,4.2,1094,79.0,2010,white
17683,Crianza Tempranillo 2016,Spain,Rioja,Baigorri,3.8,1097,12.6,2016,white
17684,Berola 2014,Spain,Campo de Borja,Borsao,3.9,1098,14.5,2014,white
17685,Blaufränkisch 2017,Austria,Burgenland,Rosi Schuster,3.7,110,14.9,2017,white
17686,Spätburgunder 2017,Germany,Ahr,Jean Stodden,3.5,110,12.4,2017,white
17687,Brunello di Montalcino Riserva 2011,Italy,Brunello di Montalcino,Biondi-Santi,4.5,110,447.43,2011,white
17688,Cabernet Sauvignon 2015,Argentina,Uco Valley,DiamAndes,3.8,110,16.99,2015,white
17689,Italian Collection Tosca 2011,South Africa,Stellenbosch,Morgenster Estate,4.0,110,24.32,2011,white
17690,Cabernet Sauvignon 2016,South Africa,Stellenbosch,Meerlust,4.1,110,21.34,2016,white
17691,Saint-Émilion Grand Cru (Grand Cru Classé) 2005,France,Saint-Émilion Grand Cru,Clos des Jacobins,4.2,110,58.95,2005,white
17692,Nero d'Avola 2018,Italy,Terre Siciliane,Fatascia,3.6,110,7.53,2018,white
17693,Givry 2017,France,Givry,Joseph Drouhin,3.9,110,19.4,2017,white
17694,Bordeaux Réserve Rouge 2015,France,Bordeaux,Château Rauzan Despagne,3.4,110,18.9,2015,white
17695,Bricco Dei Merli Barbera d'Alba 2014,Italy,Barbera d'Alba,Elvio Cogno,3.6,110,19.95,2014,white
17696,Bandol Rouge 2007,France,Bandol,Gros' Noré,3.9,110,59.0,2007,white
17697,Teldeschi Vineyard Zinfandel 2016,United States,Dry Creek Valley,Ravenswood,4.0,110,33.95,2016,white
17698,Ornato Barolo 2015,Italy,Barolo,Pio Cesare,4.2,110,81.97,2015,white
17699,Colledilà Chianti Classico Gran Selezione 2016,Italy,Chianti Classico,Ricasoli,4.2,110,45.0,2016,white
17700,Pomerol 2013,France,Pomerol,Château La Grave (Trigant de Boisset),3.8,110,31.2,2013,white
17701,1921 Primitivo di Manduria Riserva 2012,Italy,Primitivo di Manduria,Varvaglione,4.1,110,39.9,2012,white
17702,Martelo Reserva 2012,Spain,Rioja,Torre de Oña,4.0,110,28.41,2012,white
17703,Rosso di Montepulciano Prugnolo 2017,Italy,Rosso di Montepulciano,Boscarelli,3.7,110,12.9,2017,white
17704,Valley Oaks Cabernet Sauvignon 2016,United States,California,Fetzer,3.6,1102,11.19,2016,white
17705,Saint-Julien (Grand Cru Classé) 2005,France,Saint-Julien,Château Branaire-Ducru,4.2,1103,88.95,2005,white
17706,The Pundit 2016,United States,Columbia Valley,Tenet Wines,3.9,1104,27.99,2016,white
17707,Pinot Noir 2016,United States,Los Carneros,Black Stallion,3.9,1105,34.32,2016,white
17708,Don Maximiano Founder's Reserve 2015,Chile,Aconcagua Valley,Errazuriz,4.4,1106,83.6,2015,white
17709,Marne 180 Amarone della Valpolicella 2015,Italy,Amarone della Valpolicella,Tedeschi,4.3,1106,31.9,2015,white
17710,Chronicon Montepulciano d'Abruzzo 2013,Italy,Montepulciano d'Abruzzo,Cantina Zaccagnini,3.9,1106,11.95,2013,white
17711,Emilien 2015,France,Côtes de Bordeaux,Château le Puy,4.0,1106,39.9,2015,white
17712,Pinot Nero 2016,Italy,Südtirol - Alto Adige,Castel Sallegg,3.6,111,11.5,2016,white
17713,Single Estate Red 2015,Portugal,Alentejano,Azamor,3.9,111,9.65,2015,white
17714,Pinot Noir 2018,Austria,Neusiedlersee,Pittnauer,3.8,111,11.95,2018,white
17715,Fronsac 2013,France,Fronsac,Château Moulin Haut-Laroque,3.8,111,17.5,2013,white
17716,Pinot Noir 2018,Germany,Pfalz,Matthias Gaul,3.7,111,9.9,2018,white
17717,Vürsù Barbaresco Gallina 2014,Italy,Barbaresco,La Spinetta,4.3,111,115.7,2014,white
17718,Montesodi Toscana 2016,Italy,Toscana,Castello Nipozzano,4.2,111,44.57,2016,white
17719,Colle Ambro Rosso Piceno 2017,Italy,Rosso Piceno,Garofoli,3.5,111,7.9,2017,white
17720,AN/2 2018,Spain,Mallorca,Ànima Negra,4.1,111,19.99,2018,white
17721,Oraison Côtes du Rhône 2016,France,Côtes-du-Rhône,Badet Clement,3.4,111,8.5,2016,white
17722,Etna San Lorenzo Rosso 2017,Italy,Etna,Tenuta delle Terre Nere,4.2,111,39.9,2017,white
17723,Negroamaro 2017,Italy,Puglia,A Mano,3.5,111,6.75,2017,white
17724,Breg Rosso 2004,Italy,Venezia Giulia,Gravner,4.2,111,95.55,2004,white
17725,Gigondas Le Claux 2011,France,Gigondas,Château de Saint Cosme,4.3,111,59.95,2011,white
17726,Côtes du Rhône Villages Sablet 2012,France,Côtes-du-Rhône-Villages 'Sablet',Château du Trignon,3.8,111,10.67,2012,white
17727,Paleo 2016,Italy,Toscana,Le Macchiole,4.5,111,92.05,2016,white
17728,Dominio de Fontana Garnacha - Syrah 2017,Spain,Uclés,Bodegas Fontana,3.6,111,7.36,2017,white
17729,Rosso di Montalcino 2017,Italy,Rosso di Montalcino,Casanova di Neri,4.0,111,20.9,2017,white
17730,Carchelo (C) 2017,Spain,Jumilla,Carchelo,3.6,111,8.92,2017,white
17731,Reserva Rioja (Finca Ygay) 2016,Spain,Rioja,Marqués de Murrieta,4.0,111,18.0,2016,white
17732,Barrel Selection Cabernet Sauvignon 2018,Argentina,Uco Valley,Salentein,3.6,111,12.9,2018,white
17733,Syrah 2016,South Africa,Stellenbosch,Zevenwacht,4.1,111,13.99,2016,white
17734,Don Antonio Nero d'Avola (Riserva) 2016,Italy,Sicilia,Morgante,4.2,111,25.9,2016,white
17735,Wunderwerk Spätburgunder 2014,Germany,Rheinhessen,Dreissigacker,3.8,111,27.0,2014,white
17736,Clos d'Ora 2015,France,Minervois La Livinière,Gérard Bertrand,4.5,111,229.0,2015,white
17737,Hommage à Jacques Perrin Châteauneuf-du-Pape 2016,France,Châteauneuf-du-Pape,Château de Beaucastel,4.6,111,515.0,2016,white
17738,Director's Cut Zinfandel 2015,United States,Dry Creek Valley,Francis Ford Coppola,4.1,1110,32.5,2015,white
17739,Reserva Ribera del Duero 2014,Spain,Ribera del Duero,Condado de Oriza,3.7,1111,14.52,2014,white
17740,Amarone della Valpolicella Classico 2015,Italy,Amarone della Valpolicella Classico,Allegrini,4.3,1111,50.69,2015,white
17741,Châteauneuf-du-Pape 2015,France,Châteauneuf-du-Pape,E. Guigal,4.1,1112,32.54,2015,white
17742,Reserve Pinot Noir 2014,Argentina,Uco Valley,Salentein,3.8,1114,15.69,2014,white
17743,Malbec 2018,Argentina,Mendoza,Argento,3.6,1117,9.99,2018,white
17744,Rioja Reserva 2015,Spain,Rioja,Marqués de Riscal,4.1,11170,15.5,2015,white
